"invoicenumber","servicedate","financialperiod","custid","custname","siteid","sitename","addr1","addr2","city","postcode","wastetype","descr","wastedescription","ewccode","disposalmode","disposalmodedesc","qty","kgs","tonnes","costs"
"0001195042","2/14/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","43.20 ","0.043 ","£25.20"
"0001195042","2/16/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","33.80 ","0.034 ","£15.65"
"0001195042","2/19/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/19/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/19/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","82.60 ","0.083 ","£31.30"
"0001195042","2/19/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","44.00 ","0.044 ","£25.20"
"0001195042","2/21/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/21/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/21/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","35.00 ","0.035 ","£15.65"
"0001195042","2/21/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HS","770 L Bin","INFECTIOUS HEALTHCARE SHARPS - INCINERATE","18 01 03 / 18 01 09","D10","Incineration Tonnes","1","55.00 ","0.055 ","£35.35"
"0001195042","2/21/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","41.80 ","0.042 ","£25.20"
"0001195042","2/23/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/23/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/23/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","69.50 ","0.070 ","£31.30"
"0001195042","2/23/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","64.00 ","0.064 ","£50.40"
"0001195042","2/26/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/26/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/26/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","120.00 ","0.120 ","£31.30"
"0001195042","2/26/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","30.00 ","0.030 ","£25.20"
"0001195042","2/28/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/28/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001195042","2/28/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","120.00 ","0.120 ","£31.30"
"0001195042","2/28/2018 0:00","201802","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","28.20 ","0.028 ","£25.20"
"0001204969","3/2/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/2/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/2/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","41.00 ","0.041 ","£15.65"
"0001204969","3/2/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HS","770 L Bin","INFECTIOUS HEALTHCARE SHARPS - INCINERATE","18 01 03 / 18 01 09","D10","Incineration Tonnes","1","59.50 ","0.059 ","£35.35"
"0001204969","3/2/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","32.50 ","0.033 ","£25.20"
"0001204969","3/5/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","69.10 ","0.069 ","£31.30"
"0001204969","3/7/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/7/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/7/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","43.00 ","0.043 ","£31.30"
"0001204969","3/7/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","63.40 ","0.063 ","£50.40"
"0001204969","3/9/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/9/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/9/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","37.00 ","0.037 ","£15.65"
"0001204969","3/9/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","36.50 ","0.036 ","£25.20"
"0001204969","3/12/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/12/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/12/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","36.00 ","0.036 ","£15.65"
"0001204969","3/12/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","36.00 ","0.036 ","£25.20"
"0001204969","3/14/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/14/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/14/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","60.00 ","0.060 ","£15.65"
"0001204969","3/14/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","73.80 ","0.074 ","£50.40"
"0001204969","3/16/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","34.00 ","0.034 ","£15.65"
"0001204969","3/19/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/19/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/19/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","86.50 ","0.086 ","£31.30"
"0001204969","3/19/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","36.50 ","0.036 ","£25.20"
"0001204969","3/21/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/21/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/21/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","83.20 ","0.083 ","£31.30"
"0001204969","3/21/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","49.40 ","0.049 ","£25.20"
"0001204969","3/23/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/23/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/23/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","37.00 ","0.037 ","£25.20"
"0001204969","3/26/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/26/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/26/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","79.50 ","0.080 ","£31.30"
"0001204969","3/26/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","64.10 ","0.064 ","£50.40"
"0001204969","3/28/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/28/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/28/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","85.20 ","0.085 ","£31.30"
"0001204969","3/28/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","41.60 ","0.042 ","£25.20"
"0001204969","3/30/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/30/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001204969","3/30/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","32.00 ","0.032 ","£15.65"
"0001204969","3/30/2018 0:00","201803","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HS","770 L Bin","INFECTIOUS HEALTHCARE SHARPS - INCINERATE","18 01 03 / 18 01 09","D10","Incineration Tonnes","1","55.00 ","0.055 ","£35.35"
"0001217952","4/2/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/2/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/2/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","39.20 ","0.039 ","£15.65"
"0001217952","4/2/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","45.80 ","0.046 ","£25.20"
"0001217952","4/4/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/4/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/4/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","35.80 ","0.036 ","£31.30"
"0001217952","4/4/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","45.60 ","0.046 ","£25.20"
"0001217952","4/9/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/9/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/9/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","120.00 ","0.120 ","£31.30"
"0001217952","4/9/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","42.40 ","0.042 ","£25.20"
"0001217952","4/11/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/11/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/11/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","120.00 ","0.120 ","£31.30"
"0001217952","4/11/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","31.80 ","0.032 ","£25.20"
"0001217952","4/13/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/13/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/13/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","37.40 ","0.037 ","£15.65"
"0001217952","4/13/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","69.80 ","0.070 ","£50.40"
"0001217952","4/16/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/16/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/16/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","71.40 ","0.071 ","£31.30"
"0001217952","4/16/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","38.40 ","0.038 ","£25.20"
"0001217952","4/18/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/18/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/18/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","59.60 ","0.060 ","£31.30"
"0001217952","4/18/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","67.20 ","0.067 ","£50.40"
"0001217952","4/20/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/20/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/20/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","50.40 ","0.050 ","£50.40"
"0001217952","4/23/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/23/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/23/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","2","120.00 ","0.120 ","£31.30"
"0001217952","4/23/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","1","50.80 ","0.051 ","£25.20"
"0001217952","4/25/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-AdministrationFee        ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/25/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","NULL","HWCN-Req for Waste Disposal   ","NULL","NULL","NULL","NULL","1","0.00 ","0.000 ","£5.00"
"0001217952","4/25/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HL","770 L Bin","NON-HAZARDOUS HEALTHCARE WASTE","18 01 04","D1 ","Other Tonnes","1","60.00 ","0.060 ","£15.65"
"0001217952","4/25/2018 0:00","201804","9002457","Layer 9","002       ","Community Hospital  ","Martell Road","                              ","London","SE218EN","HT","770 L Bin","INFECTIOUS HEALTHCARE FOR ALTERNATIVE TREATMENT","18 01 03","D09","AT Tonnes","2","83.20 ","0.083 ","£50.40"
